x	y
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.776040188398231	0.36970630351906
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.0146353943341576	0.829157102773505
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.580116703445146	0.621354746455958
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.638259976933831	0.00758900284189219
0.985201885916852	0.312741066940474
0.985201885916852	0.312741066940474
0.985201885916852	0.312741066940474
0.985201885916852	0.312741066940474
0.985201885916852	0.312741066940474
0.985201885916852	0.312741066940474
0.985201885916852	0.312741066940474
